574,Enterobacteria phage RB27,KM607000,1889
575,Enterobacteria phage RB55,KM607002,1891
576,Enterobacteria phage GEC-3S,HE978309,1847
577,Enterobacteria phage P88,KP063541,1918
578,Escherichia phage 121Q,KM507819,1879
579,Enterobacteria phage J8-65,KM247287,1863
580,Escherichia phage phi191,KF971864,1583
581,Enterobacteria phage VT2phi_272,HQ424691,648
582,Escherichia Stx1 converting bacteriophage,AP005153,158
583,Escherichia phage e11/2,KJ668714,1882
584,Escherichia phage ep3,KM360178,1870
585,Enterobacteria phage cdtI,AB285204,372
586,Enterobacteria phage EK99P-1,KM233151,1856
587,Escherichia phage phiKT,JN882298,854
588,Flavobacterium phage 11b,AJ842011,287
589,Flavobacterium phage 6H,NC_021867,1408
590,Geobacillus virus E2,DQ453159,332
591,Geobacillus phage GBK2,NC_023612,1642
592,Geobacillus phage GBSV1,DQ340064,354
593,Gordonia phage GRU1,JF923797,814
594,Gordonia phage GTE2,NC_015720,703
595,Gordonia phage GTE7,NC_016166,822
596,Gordonia phage GTE5,NC_016434,824
597,Streptococcus phage C1,AY212251,152
598,Haemophilus phage HP1,NC_001697,25
599,Haemophilus phage HP2,NC_003315,90
600,Haemophilus phage SuMu,NC_019455,1066
601,Halovirus HCTV-1,KC292029,1308
602,Halovirus HCTV-2,KC292028,1307
603,Halovirus HCTV-5,KC292027,1306
604,Halovirus PH1,KC252997,1177
605,Haloarcula hispanica pleomorphic virus 2,KF056323,1571
606,Haloarcula phage SH1,AY950802,219
607,Haloarcula hispanica pleomorphic virus 1,GU321093,592
608,Haloarcula hispanica icosahedral virus 2,JN968479,864
609,Halovirus HHTV-1,KC292025,1304
610,Halovirus HHTV-2,KC292024,1303
611,Halovirus HSTV-1,KC117378,1162
612,Halovirus HVTV-1,KC117377,1161
613,Halogeometricum pleomorphic virus 1,JN882267,868
614,Halovirus HGTV-1,KC292026,1305
615,Halorubrum phage HF2,AF222060,1960
616,Halovirus HSTV-2,KC117376,1160
617,Halovirus HRTV-7,KC292021,1300
618,Halovirus HRTV-8,KC292020,1299
619,Halorubrum phage CGphi46,HQ332141,1348
620,Halorubrum pleomorphic virus 1,FJ685651,520
621,Halovirus HRTV-4,KC292023,1302
622,Halovirus HRTV-5,KC292022,1301
623,Halorubrum pleomorphic virus 3,JN882265,866
624,Halorubrum pleomorphic virus 2,JN882264,865
625,Halorubrum pleomorphic virus 6,JN882266,867
626,Helicobacter phage phiHP33,NC_016568,837
627,Helicobacter phage 1961P,NC_019512,1084
628,Helicobacter phage KHP30 DNA,NC_019928,1147
629,Helicobacter phage KHP40 DNA,NC_019931,1149
630,Helicobacter phage KHP30,AB647160,964
631,Helicobacter phage KHP40,AB731695,965
632,Idiomarinaceae phage 1N2-2,KJ847052,1864
633,Idiomarinaceae phage Phi1M2-2,KM226324,1865
634,Iodobacteriophage phiPLPE,EU876853,467
635,Klebsiella phage phiKO2,NC_005857,190
636,Klebsiella phage KP32,NC_013647,571
637,Klebsiella phage KP34,NC_013649,602
638,Klebsiella phage KP15,NC_014036,603
639,Klebsiella phage KP36,NC_019781,1134
640,Klebsiella phage JD001,NC_020204,1180
641,Klebsiella phage KP27,NC_020080,1185
642,Klebsiella phage Kpn112,KJ021043,1710
643,Klebsiella phage K11,EU734173,449
644,Enterobacteria phage vB_KleM-RaK2,JQ513383,857
645,Lactobacillus phage phig1e,X98106,5
646,Lactobacillus phage phiAT3,NC_005893,201
647,Lactobacillus phage A2,NC_004112,108
648,Lactobacillus phage phiLdb,NC_022762,1573
649,Lactobacillus phage LL-H,NC_009554,382
650,Lactobacillus phage JCL1032,NC_019456,1067
651,Lactobacillus phage c5,NC_019449,1061
652,Lactobacillus phage Ld25A,KJ564036,1827
653,Lactobacillus phage Ld17,KJ564037,1828
654,Lactobacillus phage Ld3,KJ564038,1829
655,Lactobacillus phage LL-Ku,NC_022989,1544
656,Lactobacillus phage Ldl1,KM514685,1876
657,Lactobacillus phage phiPYB5,GU323708,576
658,Lactobacillus phage KC5a,NC_007924,320
659,Lactobacillus prophage phiadh,NC_000896,42
660,Lactobacillus phage phi jlb1,KF767351,1546
661,Lactobacillus phage phiadh,AJ131519,7
662,Lactobacillus phage Lv-1,NC_011801,508
663,Lactobacillus prophage Lj928,NC_005354,179
664,Lactobacillus prophage Lj965,NC_005355,178
665,Lactobacillus johnsonii prophage Lj771,NC_010179,427
666,Lactobacillus phage J-1,NC_022756,1508
667,Lactobacillus phage PL-1,NC_022757,1509
668,Lactobacillus phage LP65,NC_006565,211
669,Lactobacillus phage phiJL-1,NC_006936,216
670,Lactobacillus phage ATCC 8014-B1,NC_019916,1142
671,Lactobacillus phage ATCC 8014-B2,JX486088,1003
672,Lactobacillus phage Lc-Nu,NC_007501,293
673,Lactobacillus phage Lrm1,NC_011104,466
674,Lactobacillus phage LF1,HQ141410,652
675,Lactobacillus phage Sha1,HQ141411,653
676,Lactococcus phage bIL67,L33769,4
677,Lactococcus phage phi15,KM091442,1853
678,Lactococcus phage phi145,KM091444,1855
679,Lactococcus phage phi93,KM091443,1854
680,Lactoccocus phage WP-2,NC_024149,1761
681,Lactococcus phage phiL47,NC_023574,1615
682,Lactococcus phage P092,NC_024203,1766
683,Lactococcus phage P118,NC_024208,1767
684,Lactococcus phage P162,NC_024214,1769
685,Lactococcus phage P078,NC_024215,1770
686,Lactococcus phage c2,NC_001706,26
687,Lactococcus phage sk1,NC_001835,29
688,Lactococcus prophage bIL285,NC_002666,69
689,Lactococcus prophage bIL310,NC_002669,72
690,Lactococcus prophage bIL312,NC_002671,73
691,Lactococcus phage TP901-1,NC_002747,76
692,Lactococcus phage Tuc2009,NC_002703,74
693,Lactococcus prophage bIL311,NC_002670,68
694,Lactococcus phage r1t,NC_004302,118
695,Lactococcus phage 4268,NC_004746,150
696,Lactococcus phage ul36,NC_004066,106
697,Lactococcus prophage bIL309,NC_002668,71
698,Lactococcus phage phiLC3,NC_005822,184
699,Lactococcus prophage bIL286,NC_002667,70
700,Lactococcus phage BK5-T,NC_002796,77
701,Lactococcus phage Q54,NC_008364,337
702,Lactococcus phage 712,NC_008370,338
703,Lactococcus phage jj50,NC_008371,339
704,Lactococcus phage KSY1,NC_009817,394
705,Lactococcus phage asccphi28,NC_010363,422
706,Lactococcus phage 1706,NC_010576,435
707,Lactococcus phage bIBB29,NC_011046,451
708,Lactococcus phage P087,NC_012663,524
709,Lactococcus phage 949,NC_015263,684
710,Lactococcus phage BM13,NC_021861,1430
711,Lactococcus phage bIL170,NC_001909,34
712,Lactococcus phage P008,NC_008363,336
713,Lactococcus phage F7/2,AF432870,96
714,Lactococcus phage ul36.k1,DQ394806,310
715,Lactococcus phage ul36.k1t1,DQ394807,311
716,Lactococcus phage ul36.t1,DQ394808,312
717,Lactococcus phage ul36.t1k1,DQ394809,313
718,Lactococcus phage P335,DQ838728,333
719,Lactococcus phage SL4,FJ848881,547
720,Lactococcus phage CB13,FJ848882,548
721,Lactococcus phage CB14,FJ848883,549
722,Lactococcus phage CB19,FJ848884,550
723,Lactococcus phage CB20,FJ848885,551
724,Lactococcus phage 1358,GQ403788,595
725,Lactococcus lactis phage p2,GQ979703,594
726,Lactococcus Phage ASCC191,JQ740787,875
727,Lactococcus Phage ASCC273,JQ740788,876
728,Lactococcus Phage ASCC281,JQ740789,877
729,Lactococcus Phage ASCC284,JQ740790,878
730,Lactococcus Phage ASCC287,JQ740791,879
731,Lactococcus Phage ASCC310,JQ740792,880
732,Lactococcus Phage ASCC324,JQ740793,881
733,Lactococcus Phage ASCC337,JQ740794,882
734,Lactococcus Phage ASCC356,JQ740795,883
735,Lactococcus Phage ASCC358,JQ740796,884
736,Lactococcus Phage ASCC365,JQ740797,885
737,Lactococcus Phage ASCC368,JQ740798,886
738,Lactococcus Phage ASCC395,JQ740799,887
739,Lactococcus Phage ASCC397,JQ740800,888
740,Lactococcus Phage ASCC406,JQ740801,889
741,Lactococcus Phage ASCC454,JQ740802,890
742,Lactococcus Phage ASCC460,JQ740803,891
743,Lactococcus Phage ASCC465,JQ740804,872
744,Lactococcus Phage ASCC473,JQ740805,873
745,Lactococcus Phage ASCC476,JQ740806,892
746,Lactococcus Phage ASCC489,JQ740807,874
747,Lactococcus Phage ASCC497,JQ740808,893
748,Lactococcus Phage ASCC502,JQ740809,894
749,Lactococcus Phage ASCC506,JQ740810,895
750,Lactococcus Phage ASCC527,JQ740811,896
751,Lactococcus Phage ASCC531,JQ740812,897
752,Lactococcus Phage ASCC532,JQ740813,898
753,Lactococcus Phage ASCC544,JQ740814,899
754,Lactococcus phage Q33,JX564242,1205
755,Lactococcus lactis phage 645,KC182543,1253
756,Lactococcus lactis phage P113G,KC182548,1254
757,Lactococcus lactis phage p272,KC182549,1255
758,Lactococcus lactis phage P475,KC182550,1256
759,Lactococcus phage CaseusJM1,KC522412,1186
760,Lactococcus phage SK1833,KF676640,1559
761,Lactococcus phage bIL311,AF323672,66
762,Lactococcus phage bIL285,AF323668,62
763,Lactococcus phage bIL286,AF323669,63
764,Lactococcus phage bIL309,AF323670,64
765,Lactococcus phage bIL310,AF323671,65
766,Lactococcus phage bIL312,AF323673,67
767,Lelliottia phage phD2B,KM370384,1872
768,Cyanophage PP,KF598865,1496
769,Phormidium phage Pf-WMP3,EF537008,370
770,Leuconostoc phage phiLNTR3,NC_024378,1808
771,Leuconostoc phage phiLN25,NC_024386,1812
772,Leuconostoc phage phiLN34,NC_024388,1814
773,Leuconostoc phage phiLNTR2,NC_024389,1815
774,Leuconostoc phage Lmd1,NC_018273,971
775,Leuconostoc phage 1-A4,GQ451696,596
776,Leuconostoc phage P793,KC013021,1106
777,Leuconostoc phage phiLN03,KC013022,1107
778,Leuconostoc phage phiLN04,KC013023,1108
779,Leuconostoc phage phiLN12,KC013025,1110
780,Leuconostoc phage phiLN6B,KC013024,1109
781,Listeria phage P40,EU855793,481
782,Listeria phage LMSP-25,NC_024360,1791
783,Listeria phage List-36,NC_024364,1793
784,Listeria phage LP-048,NC_024359,1799
785,Listeria phage LP-026,NC_024375,1806
786,Listeria phage LP-083-2,NC_024383,1810
787,Listeria phage LP-030-3,NC_024384,1811
788,Listeria phage LP-101,NC_024387,1813
789,Listeria phage LP-114,NC_024392,1817
790,Bacteriophage PSA,NC_003291,145
791,Listeria phage A118,NC_003216,80
792,Listeria phage A500,NC_009810,397
793,Listeria phage B025,NC_009812,398
794,Listeria phage B054,NC_009813,399
795,Listeria phage P35,NC_009814,400
796,Listeria phage A006,NC_009815,401
797,Listeria phage A511,NC_009811,471
798,Listeria phage P100,DQ004855,245
799,Listeria phage LP-064,KJ094029,1601
800,Listeria phage LP-124,KJ094031,1914
801,Listeria phage LMTA-34,KJ586794,1774
802,Listeria phage LMTA-94,KJ586795,1775
803,Listeria phage LMTA-148,KJ591604,1776
804,Listeria phage LMTA-57,KJ591605,1777
805,Listeria phage vB_LmoM_AG20,NC_020871,1273
806,Listeria phage 2389,AJ312240,144
807,Listeria phage WIL-1,KM373208,1868
808,Listeria phage P70,JX442241,987
809,Listonella phage phiHSIC,AY772740,213
810,Loktanella phage pCB2051-A,HQ632859,1236
811,Mannheimia phage phiMHaA1,NC_008201,327
812,Mannheimia phage vB_MhM_1152AP,NC_021778,1399
813,Mannheimia phage phiMhaA1-BAA410,DQ426905,318
814,Marinomonas phage P12026,JQ867100,934
815,Mesorhizobium phagevB_MloP_Lo5R7ANS,KM199771,1852
816,Methanobacterium phage psiM2,AF065411,6
817,Staphylococcus phage YMC/09/04/R1988,KF598856,1499
818,Microbacterium phage Min1,EF579802,383
819,Microbacterium phage vB_MoxS-ISF9,NC_023859,1716
820,Microcystis phage Ma-LMM01,NC_008562,341
821,Microcystis phage MaMV-DC,KF356199,1392
822,Morganella phage MmP1,NC_011085,1931
823,Mycobacterium phage Adler,NC_023591,1625
824,Mycobacterium phage ADLER F1725,KF981876,1915
825,Mycobacterium phage TM4,NC_003387,93
826,Mycobacterium phage vB_MapS_FF47,NC_021063,1282
827,Mycobacterium phage Hamulus,NC_022056,1448
828,Mycobacterium phage Trouble,NC_022062,1454
829,Mycobacterium phage Whirlwind,NC_022052,1444
830,Mycobacterium phage Sarfire,NC_022324,1474
831,Mycobacterium phage Reprobate,NC_022064,1456
832,Mycobacterium phage Muddy,NC_022054,1446
833,Mycobacterium phage KayaCho,NC_022061,1453
834,Mycobacterium phage Dylan,NC_022325,1475
835,Mycobacterium phage Crossroads,NC_022071,1463
836,Mycobacterium phage 20ES,NC_023597,1628
837,Mycobacterium phage Jolie2,NC_023604,1638
838,Mycobacterium phage CRB1,NC_023606,1630
839,Mycobacterium phage Bxb1,NC_002656,61
840,Mycobacterium phage Tweety,EF536069,373
841,Mycobacterium phage BPs,NC_010762,437
842,Mycobacterium phage Adjutor,NC_010763,438
843,Mycobacterium phage Nigel,NC_011044,456
844,Mycobacterium phage Predator,NC_011039,457
845,Mycobacterium phage Phlyer,NC_012027,514
846,Mycobacterium phage SWU1,NC_017973,919
847,Mycobacterium phage Giles,NC_009993,819
848,Mycobacterium phage First,NC_020876,1275
849,Mycobacterium phage BTCU-1,NC_021533,1360
850,Mycobacterium phage WIVsmall,NC_021334,1337
851,Mycobacterium phage Ms6,AF319619,58
852,Mycobacterium phage Colbert,GQ303259,541
853,Mycobacterium phage Hope,GQ303261,542
854,Mycobacterium phage LRRHood,GQ303262,543
855,Mycobacterium phage Puhltonio,GQ303264,544
856,Mycobacterium phage Pumpkin,GQ303265,545
857,Mycobacterium phage UncleHowie,GQ303266,546
858,Mycobacterium phage Fang,GU247133,589
859,Mycobacterium phage Scoot17C,GU247134,590
860,Mycobacterium phage RedRock,GU339467,593
861,Mycobacterium phage island3,HM152765,614
862,Mycobacterium phage Eagle,HM152766,615
863,Mycobacterium phage Wonder,HM755814,658
864,Mycobacterium phage ABU,JF704091,724
865,Mycobacterium phage Alice,JF704092,725
866,Mycobacterium phage Backyardigan,JF704093,726
867,Mycobacterium phage ChrisnMich,JF704094,727
868,Mycobacterium phage Daisy,JF704095,728
869,Mycobacterium phage Ghost,JF704096,729
870,Mycobacterium phage Gladiator,JF704097,730
871,Mycobacterium phage JHC117,JF704098,731
872,Mycobacterium phage KLucky39,JF704099,732
873,Mycobacterium phage Marvin,JF704100,733
874,Mycobacterium phage Microwolf,JF704101,734
875,Mycobacterium phage Phipps,JF704102,735
876,Mycobacterium phage Vortex,JF704103,736
877,Mycobacterium phage Zemanar,JF704104,737
878,Mycobacterium phage Adephagia,JF704105,738
879,Mycobacterium phage Anaya,JF704106,750
880,Mycobacterium phage George,JF704107,771
881,Mycobacterium phage JoeDirt,JF704108,742
882,Mycobacterium phage Oosterbaan,JF704109,743
883,Mycobacterium phage PackMan,JF704110,744
884,Mycobacterium phage Rockstar,JF704111,745
885,Mycobacterium phage Send513,JF704112,746
886,Mycobacterium phage UPIE,JF704113,747
887,Mycobacterium phage Vix,JF704114,748
888,Mycobacterium phage Yoshi,JF704115,749
889,Mycobacterium phage Drazdys,JF704116,741
890,Mycobacterium phage RockyHorror,JF704117,740
891,Mycobacterium phage Shaka,JF792674,699
892,Mycobacterium phage Baka,JF937090,751
893,Mycobacterium phage Bask21,JF937091,1950
894,Mycobacterium phage DaVinci,JF937092,752
895,Mycobacterium phage DLane,JF937093,753
896,Mycobacterium phage Hammer,JF937094,754
897,Mycobacterium phage Harvey,JF937095,755
898,Mycobacterium phage Henry,JF937096,756
899,Mycobacterium phage Hertubise,JF937097,757
900,Mycobacterium phage Ibhubesi,JF937098,758
901,Mycobacterium phage JC27,JF937099,759
902,Mycobacterium phage Lesedi,JF937100,760
903,Mycobacterium phage LittleE,JF937101,761
904,Mycobacterium phage Mozy,JF937102,762
905,Mycobacterium phage Museum,JF937103,763
906,Mycobacterium phage Pixie,JF937104,764
907,Mycobacterium phage Rey,JF937105,765
908,Mycobacterium phage SirDuracell,JF937106,766
909,Mycobacterium phage SirHarley,JF937107,767
910,Mycobacterium phage Switzer,JF937108,768
911,Mycobacterium phage Yoshand,JF937109,769
912,Mycobacterium phage KSSJEB,JF937110,770
913,Mycobacterium phage Thora,JF957056,708
914,Mycobacterium phage BPBiebs31,JF957057,709
915,Mycobacterium phage HelDan,JF957058,710
916,Mycobacterium phage Optimus,JF957059,711
917,Mycobacterium phage Timshel,JF957060,712
918,Mycobacterium phage Toto,JN006061,713
919,Mycobacterium phage Rakim,JN006062,714
920,Mycobacterium phage Serendipity,JN006063,715
921,Mycobacterium phage OSmaximus,JN006064,716
922,Mycobacterium phage MrGordo,JN020140,717
923,Mycobacterium phage Shauna1,JN020141,1951
924,Mycobacterium phage Mutaforma13,JN020142,718
925,Mycobacterium phage ShiLan,JN020143,719
926,Mycobacterium phage EricB,JN049605,720
927,Mycobacterium phage Benedict,JN083852,721
928,Mycobacterium phage Airmid,JN083853,722
929,Mycobacterium phage JAWS,JN185608,723
930,Mycobacterium phage Sebata,JN204348,739
931,Mycobacterium phage MeeZee,JN243856,774
932,Mycobacterium phage Elph10,JN391441,775
933,Mycobacterium phage Cuco,JN408459,773
934,Mycobacterium phage Eureka,JN412590,777
935,Mycobacterium phage TiroTheta9,JN561150,779
936,Mycobacterium phage Jebeks,JN572061,785
937,Mycobacterium phage Fezzik,JN600672,849
938,Mycobacterium phage Arbiter,JN618996,787
939,Mycobacterium phage Murdoc,JN638752,792
940,Mycobacterium phage Morgushi,JN638753,793
941,Mycobacterium phage IsaacEli,JN698990,802
942,Mycobacterium phage Hedgerow,JN698991,803
943,Mycobacterium phage Avrafan,JN699002,804
944,Mycobacterium phage Athena,JN699003,805
945,Mycobacterium phage Ares,JN699004,806
946,Mycobacterium phage ThreeOh3D2,JN699009,807
947,Mycobacterium phage TallGRassMM,JN699010,808
948,Mycobacterium phage Pio,JN699013,809
949,Mycobacterium phage Nova,JN699014,810
950,Mycobacterium phage Kikipoo,JN699017,811
951,Mycobacterium phage Kamiyu,JN699018,812
952,Mycobacterium phage Jeffabunny,JN699019,813
953,Mycobacterium phage Wally,JN699625,799
954,Mycobacterium phage Bongo,JN699628,1958
955,Mycobacterium phage Fionnbharth,JN831653,800
956,Mycobacterium phage Saintus,JN831654,801
957,Mycobacterium phage DotProduct,JN859129,798
958,Mycobacterium phage Spartacus,JQ300538,859
959,Mycobacterium phage Twister,JQ512844,901
960,Mycobacterium phage Tiger,JQ684677,902
961,Mycobacterium phage Nepal,JQ698665,927
962,Mycobacterium phage Flux,JQ809701,930
963,Mycobacterium phage ICleared,JQ896627,928
964,Mycobacterium phage Ava3,JQ911768,929
965,Mycobacterium phage Astro,JX015524,935
966,Mycobacteriophage ElTiger69,JX042578,943
967,Mycobacteriophage MacnCheese,JX042579,944
968,Mycobacterium phage Taj,JX121091,949
969,Mycobacterium phage Arturo,JX307702,996
970,Mycobacterium phage Sabertooth,JX307703,997
971,Mycobacterium phage Goose,JX307704,998
972,Mycobacterium phage Marcell,JX307705,999
973,Mycobacterium phage Rebeuca,JX411619,992
974,Mycobacterium phage Dorothy,JX411620,993
975,Mycobacterium phage Serpentine,JX649096,1156
976,Mycobacterium phage Piglet,JX649097,1952
977,Mycobacterium phage Nacho,JX649098,1157
978,Mycobacterium phage Gyarad,JX649099,1158
979,Mycobacterium phage Alex,JX649100,1159
980,Mycobacterium phage ShiVal,KC576784,1261
981,Mycobacterium phage Dhanush,KC661271,1295
982,Mycobacterium phage Methuselah,KC661272,1296
983,Mycobacterium phage Winky,KC661276,1297
984,Mycobacterium phage Breeniome,KF006817,1491
985,Mycobacterium phage Odin,KF017927,1382
986,Mycobacterium phage TA17A,KF024722,1437
987,Mycobacterium phage Medusa,KF024733,1443
988,Mycobacterium phage Shrimp,KF024734,1492
989,Mycobacterium phage ABCat,KF188414,1395
990,Mycobacterium phage Mosby,KF493883,1521
991,Mycobacterium phage Melvin,KF841476,1576
992,Mycobacterium phage Soto,KJ174157,1585
993,Mycobacterium phage Swish,KJ194579,1719
994,Mycobacterium phage Badfish,KJ194580,1711
995,Mycobacterium phage Audrey,KJ194581,1712
996,Mycobacterium phage Numberten,KJ194583,1713
997,Mycobacterium phage Heathcliff,KJ194584,1714
998,Mycobacterium phage 40BC,KJ433975,1584
999,Mycobacterium phage HH92,KJ538722,1739
1000,Mycobacterium phage KingVeveve,KJ538723,1740
1001,Mycobacterium phage Zapner,KJ567041,1744
1002,Mycobacterium phage Gaia,KJ567043,1786
1003,Mycobacterium phage EmpTee,KJ567044,1787
1004,Mycobacterium phage Emerson,KJ567045,1788
1005,Mycobacterium phage Willis,KJ595575,1779
1006,Mycobacterium phage YungJamal,KJ829260,1844
1007,Mycobacterium phage Cheetobro,KJ944841,1838
1008,Mycobacterium phage Inventum,KM066034,1849
1009,Mycobacterium phage Sparky,KM083128,1843
1010,Mycobacterium phage Piro94,KM197169,1850
1011,Mycobacterium phage Cerasum,KM215148,1848
1012,Mycobacterium phage L5,NC_001335,13
1013,Mycobacterium phage U2,NC_009877,403
1014,Mycobacterium phage Bethlehem,NC_009878,404
1015,Mycobacterium phage KBG,NC_011019,446
1016,Mycobacterium phage Jasper,NC_011020,445
1017,Mycobacterium phage Lockley,NC_011021,447
1018,Mycobacterium phage DD5,NC_011022,444
1019,Mycobacterium phage Pukovnik,NC_011023,448
1020,Mycobacterium phage Boomer,NC_011054,460
1021,Mycobacterium phage Porky,NC_011055,463
1022,Mycobacterium phage Kostya,NC_011056,461
1023,Mycobacterium phage Phaedrus,NC_011057,462
1024,Mycobacterium phage Solon,NC_011267,479
1025,Mycobacterium phage ScottMcG,NC_011269,1955
1026,Mycobacterium phage Spud,NC_011270,478
1027,Mycobacterium phage Cali,NC_011271,480
1028,Mycobacterium phage Rizal,NC_011272,477
1029,Mycobacterium phage Myrna,NC_011273,476
1030,Mycobacterium phage Chah,NC_011284,490
1031,Mycobacterium phage Troll4,NC_011285,485
1032,Mycobacterium phage Butterscotch,NC_011286,483
1033,Mycobacterium phage Pacc40,NC_011287,488
1034,Mycobacterium phage Fruitloop,NC_011288,486
1035,Mycobacterium phage Ramsey,NC_011289,489
1036,Mycobacterium phage Gumball,NC_011290,484
1037,Mycobacterium phage Brujita,NC_011291,482
1038,Mycobacterium phage Konstantine,NC_011292,487
1039,Mycobacterium phage Angel,NC_012788,534
1040,Mycobacterium phage ET08,NC_013650,569
1041,Mycobacterium phage Peaches,NC_013694,582
1042,Mycobacterium phage Ardmore,NC_013936,597
1043,Mycobacterium phage Angelica,NC_014458,616
1044,Mycobacterium phage CrimD,NC_014459,1953
1045,Mycobacterium phage LeBron,NC_014461,617
1046,Mycobacterium phage Wee,NC_014901,650
1047,Mycobacterium phage Faith1,NC_015584,705
1048,Mycobacterium phage Butters,NC_021061,1280
1049,Mycobacterium phage Breezona,NC_021296,1312
1050,Mycobacterium phage PattyP,NC_021297,1313
1051,Mycobacterium phage PegLeg,NC_021299,1315
1052,Mycobacterium phage SiSi,NC_021301,1317
1053,Mycobacterium phage Fishburne,NC_021302,1318
1054,Mycobacterium phage SDcharge11,NC_021303,1319
1055,Mycobacterium phage Murphy,NC_021305,1321
1056,Mycobacterium phage Dumbo,NC_021306,1954
1057,Mycobacterium phage Severus,NC_021307,1322
1058,Mycobacterium phage HINdeR,NC_021308,1323
1059,Mycobacterium phage Phrux,NC_021309,1324
1060,Mycobacterium phage Newman,NC_021310,1325
1061,Mycobacterium phage Phaux,NC_021311,1326
1062,Mycobacterium phage CASbig,NC_021324,1332
1063,Mycobacterium phage Gizmo,NC_021346,1342
1064,Mycobacterium phage ArcherS7,NC_021348,1344
1065,Mycobacterium phage Astraea,NC_021349,1345
1066,Mycobacterium phage Jobu08,NC_021535,1361
1067,Mycobacterium phage Job42,NC_021538,1362
1068,Mycobacterium phage Papyrus,NC_022053,1445
1069,Mycobacterium phage Bobi,NC_022055,1447
1070,Mycobacterium phage Catdawg,NC_022057,1449
1071,Mycobacterium phage Adzzy,NC_022058,1450
1072,Mycobacterium phage DrDrey,NC_022059,1451
1073,Mycobacterium phage Velveteen,NC_022060,1452
1074,Mycobacterium phage Phelemich,NC_022063,1455
1075,Mycobacterium phage Contagion,NC_022065,1457
1076,Mycobacterium phage Redno2,NC_022066,1458
1077,Mycobacterium phage Wanda,NC_022067,1459
1078,Mycobacterium phage Daenerys,NC_022068,1460
1079,Mycobacterium phage Jabbawokkie,NC_022069,1461
1080,Mycobacterium phage Wheeler,NC_022070,1462
1081,Mycobacterium phage Goku,NC_022085,1464
1082,Mycobacterium phage LittleCherry,NC_022086,1465
1083,Mycobacterium phage AnnaL29,NC_022087,1466
1084,Mycobacterium phage SargentShorty9,NC_022326,1476
1085,Mycobacterium phage Bane2,NC_022327,1477
1086,Mycobacterium phage Adawi,NC_022328,1478
1087,Mycobacterium phage PhrostyMug,NC_022329,1479
1088,Mycobacterium phage Quink,NC_022330,1480
1089,Mycobacterium phage Bane1,NC_022331,1947
1090,Mycobacterium phage Fredward,NC_022753,1506
1091,Mycobacterium phage CloudWang3,NC_022965,1522
1092,Mycobacterium phage PhatBacter,NC_022969,1526
1093,Mycobacterium phage Conspiracy,NC_022973,1529
1094,Mycobacterium phage HanShotFirst,NC_022975,1531
1095,Mycobacterium phage Nala,NC_022976,1532
1096,Mycobacterium phage Artemis2UCLA,NC_022977,1533
1097,Mycobacterium phage Graduation,NC_022979,1534
1098,Mycobacterium phage HufflyPuff,NC_022981,1535
1099,Mycobacterium phage Bernardo,NC_022983,1537
1100,Mycobacterium phage Jovo,NC_022984,1538
1101,Mycobacterium phage Zaka,NC_022985,1539
1102,Mycobacterium phage Bruin,NC_022988,1542
1103,Mycobacterium phage Validus,NC_023498,1587
1104,Mycobacterium phage Donovan,NC_023552,1633
1105,Mycobacterium phage Echild,NC_023553,1634
1106,Mycobacterium phage JAMaL,NC_023554,1602
1107,Mycobacterium phage BellusTerra,NC_023562,1607
1108,Mycobacterium phage Suffolk,NC_023563,1608
1109,Mycobacterium phage EagleEye,NC_023564,1609
1110,Mycobacterium phage Nyxis,NC_023565,1610
1111,Mycobacterium phage MichelleMyBell,NC_023572,1614
1112,Mycobacterium phage Obama12,NC_023577,1616
1113,Mycobacterium phage Oaker,NC_023578,1617
1114,Mycobacterium phage Saal,NC_023580,1619
1115,Mycobacterium phage Jolie1,NC_023600,1635
1116,Mycobacterium phage 32HC,NC_023602,1636
1117,Mycobacterium phage 39HC,NC_023603,1637
1118,Mycobacterium phage 40AC,NC_023607,1640
1119,Mycobacterium phage RhynO,NC_023609,1641
1120,Mycobacterium phage Gadjet,NC_023686,1645
1121,Mycobacterium phage Bruns,NC_023687,1646
1122,Mycobacterium phage Lilac,NC_023689,1648
1123,Mycobacterium phage Courthouse,NC_023690,1649
1124,Mycobacterium phage Patience,NC_023691,1650
1125,Mycobacterium phage BigNuz,NC_023692,1651
1126,Mycobacterium phage Violet,NC_023695,1653
1127,Mycobacterium phage Dandelion,NC_023696,1654
1128,Mycobacterium phage Babsiella,NC_023697,1655
1129,Mycobacterium phage Avani,NC_023698,1656
1130,Mycobacterium phage SG4,NC_023699,1657
1131,Mycobacterium phage Acadian,NC_023701,1659
1132,Mycobacterium phage Kugel,NC_023702,1660
1133,Mycobacterium phage Dori,NC_023703,1661
1134,Mycobacterium phage Doom,NC_023704,1662
1135,Mycobacterium phage Liefie,NC_023705,1663
1136,Mycobacterium phage Turbido,NC_023707,1665
1137,Mycobacterium phage Dreamboat,NC_023708,1666
1138,Mycobacterium phage Wile,NC_023709,1667
1139,Mycobacterium phage RidgeCB,NC_023710,1668
1140,Mycobacterium phage Oline,NC_023711,1669
1141,Mycobacterium phage Firecracker,NC_023712,1670
1142,Mycobacterium phage Blue7,NC_023713,1671
1143,Mycobacterium phage LinStu,NC_023714,1672
1144,Mycobacterium phage Alma,NC_023716,1674
